simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
264	6.0245768	-0.31800058	2.9336489	610.69514	5.7936844	1.1854612	0.69352088	0.22962751
265	4.1590519	0.88263333	3.0387141	679.10713	9.7781181	1.232471	0.8662886	-0.3810111
266	4.0413951	-1.0234121	2.7059137	813.62123	16.041322	1.3647612	0.98791079	0.21962393
267	3.6731392	0.034286527	0.85637475	623.85345	16.759713	1.41053	0.97582632	0.062695309
268	2.1384951	-1.1131902	0.59518967	74.328047	3.1682453	1.2583194	-0.073198812	0.19232895
269	1.436544	0.96824237	1.1183969	549.42687	7.5099638	1.7063884	0.80209043	-0.47514425
270	4.7732817	-1.4308273	2.2283981	800.64616	18.522812	1.6242915	0.9631222	0.39679527
271	3.9940841	-0.058029779	0.269462	840.78703	17.928798	1.2769861	0.87207001	0.061138778
272	1.2709506	-1.0640321	2.6986038	882.41066	9.7013946	1.2227508	0.59298758	0.22596893
273	0.077306796	-1.5093571	2.5782168	677.88819	7.5104607	1.6224668	0.94325762	0.16731511
274	3.7323084	-0.25146235	0.64600203	852.16756	16.868905	1.3469829	0.97104182	0.13277141
275	1.9983236	-0.21635783	0.27202316	677.58139	12.659685	1.8475539	0.9531316	-0.34163877
276	0.032343225	0.99849861	0.52541266	864.5572	12.646466	1.723834	0.91668405	0.10196051
277	5.055322	-0.50853652	2.7077351	903.19812	17.812259	1.6835962	0.9454577	-0.24985843
